Base Path: /home/ltato/LiteScript_online_playground/playground/js
Main Module: ./online
      Module TRY Statement on 'compiler'(IDENTIFIER)

4 4(CODE) compiler import jQuery, Document
    'compiler'(IDENTIFIER) 'import'(IDENTIFIER) 'jQuery'(IDENTIFIER) ','(LITERAL) 'Document'(IDENTIFIER)

        Statement TRY CompilerStatement on 'compiler'(IDENTIFIER)
          CompilerStatement matched OK: compiler compiler
>>>ADVANCE 4:14 [1] 'import'(IDENTIFIER)
          CompilerStatement TRY ImportStatement on 'import'(IDENTIFIER)
            ImportStatement matched OK: import import
>>>ADVANCE 4:21 [2] 'jQuery'(IDENTIFIER)
optSeparatedList [ImportStatement] indent:4, get SeparatedList of [ImportStatementItem] by ',' closer: -no closer-
            ImportStatement TRY ImportStatementItem on 'jQuery'(IDENTIFIER)
              ImportStatementItem matched OK: IDENTIFIER jQuery
>>>ADVANCE 4:27 [3] ','(LITERAL)
            Parsed OK!-> ImportStatementItem
            ImportStatement matched OK: , ,
>>>ADVANCE 4:29 [4] 'Document'(IDENTIFIER)
            ImportStatement TRY ImportStatementItem on 'Document'(IDENTIFIER)
              ImportStatementItem matched OK: IDENTIFIER Document
>>>ADVANCE 6:0 [-1] ' '(NEWLINE)
            Parsed OK!-> ImportStatementItem
            ImportStatement matched OK: NEWLINE  
>>>ADVANCE 6:5 [0] 'compiler'(IDENTIFIER)
<< Returned: ' '(NEWLINE) line 6
          Parsed OK!-> ImportStatement
        Parsed OK!-> CompilerStatement
      Parsed OK!-> Statement
      Module matched OK: NEWLINE  
>>>ADVANCE 6:5 [0] 'compiler'(IDENTIFIER)
freeForm Mode .lexer.indent:4 block indent:4 parentIndent:undefined
      Module TRY Statement on 'compiler'(IDENTIFIER)

6 4(CODE) compiler import ace
    'compiler'(IDENTIFIER) 'import'(IDENTIFIER) 'ace'(IDENTIFIER)

        Statement TRY CompilerStatement on 'compiler'(IDENTIFIER)
          CompilerStatement matched OK: compiler compiler
>>>ADVANCE 6:14 [1] 'import'(IDENTIFIER)
          CompilerStatement TRY ImportStatement on 'import'(IDENTIFIER)
            ImportStatement matched OK: import import
>>>ADVANCE 6:21 [2] 'ace'(IDENTIFIER)
optSeparatedList [ImportStatement] indent:4, get SeparatedList of [ImportStatementItem] by ',' closer: -no closer-
            ImportStatement TRY ImportStatementItem on 'ace'(IDENTIFIER)
              ImportStatementItem matched OK: IDENTIFIER ace
>>>ADVANCE 8:0 [-1] ' '(NEWLINE)
            Parsed OK!-> ImportStatementItem
            ImportStatement matched OK: NEWLINE  
>>>ADVANCE 8:5 [0] 'compiler'(IDENTIFIER)
<< Returned: ' '(NEWLINE) line 8
          Parsed OK!-> ImportStatement
        Parsed OK!-> CompilerStatement
      Parsed OK!-> Statement
      Module matched OK: NEWLINE  
>>>ADVANCE 8:5 [0] 'compiler'(IDENTIFIER)
freeForm Mode .lexer.indent:4 block indent:4 parentIndent:undefined
      Module TRY Statement on 'compiler'(IDENTIFIER)

8 4(CODE) compiler import httpGet, require
    'compiler'(IDENTIFIER) 'import'(IDENTIFIER) 'httpGet'(IDENTIFIER) ','(LITERAL) 'require'(IDENTIFIER)

        Statement TRY CompilerStatement on 'compiler'(IDENTIFIER)
          CompilerStatement matched OK: compiler compiler
>>>ADVANCE 8:14 [1] 'import'(IDENTIFIER)
          CompilerStatement TRY ImportStatement on 'import'(IDENTIFIER)
            ImportStatement matched OK: import import
>>>ADVANCE 8:21 [2] 'httpGet'(IDENTIFIER)
optSeparatedList [ImportStatement] indent:4, get SeparatedList of [ImportStatementItem] by ',' closer: -no closer-
            ImportStatement TRY ImportStatementItem on 'httpGet'(IDENTIFIER)
              ImportStatementItem matched OK: IDENTIFIER httpGet
>>>ADVANCE 8:28 [3] ','(LITERAL)
            Parsed OK!-> ImportStatementItem
            ImportStatement matched OK: , ,
>>>ADVANCE 8:30 [4] 'require'(IDENTIFIER)
            ImportStatement TRY ImportStatementItem on 'require'(IDENTIFIER)
              ImportStatementItem matched OK: IDENTIFIER require
>>>ADVANCE 16:0 [-1] ' '(NEWLINE)
            Parsed OK!-> ImportStatementItem
            ImportStatement matched OK: NEWLINE  
>>>ADVANCE 16:5 [0] 'var'(IDENTIFIER)
<< Returned: ' '(NEWLINE) line 16
          Parsed OK!-> ImportStatement
        Parsed OK!-> CompilerStatement
      Parsed OK!-> Statement
      Module matched OK: NEWLINE  
>>>ADVANCE 16:5 [0] 'var'(IDENTIFIER)
freeForm Mode .lexer.indent:4 block indent:4 parentIndent:undefined
      Module TRY Statement on 'var'(IDENTIFIER)

16 4(CODE) var global = window
    'var'(IDENTIFIER) 'global'(IDENTIFIER) '='(ASSIGN) 'window'(IDENTIFIER)

        Statement TRY VarStatement on 'var'(IDENTIFIER)
          VarStatement matched OK: var var
>>>ADVANCE 16:9 [1] 'global'(IDENTIFIER)
optSeparatedList [VarStatement] indent:4, get SeparatedList of [VariableDecl] by ',' closer: -no closer-
          VarStatement TRY VariableDecl on 'global'(IDENTIFIER)
            VariableDecl matched OK: IDENTIFIER global
>>>ADVANCE 16:16 [2] '='(ASSIGN)
            VariableDecl matched OK: = =
>>>ADVANCE 16:18 [3] 'window'(IDENTIFIER)
            VariableDecl TRY Expression on 'window'(IDENTIFIER)
              Expression TRY Operand on 'window'(IDENTIFIER)
                Operand TRY VariableRef on 'window'(IDENTIFIER)
                  VariableRef matched OK: IDENTIFIER window
>>>ADVANCE 18:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableRef
              Parsed OK!-> Operand
              Expression matched OK: NEWLINE  
>>>ADVANCE 18:5 [0] 'append'(IDENTIFIER)
<< Returned: ' '(NEWLINE) line 18
            Parsed OK!-> Expression
          Parsed OK!-> VariableDecl
          VarStatement matched OK: NEWLINE  
>>>ADVANCE 18:5 [0] 'append'(IDENTIFIER)
<< Returned: ' '(NEWLINE) line 18
        Parsed OK!-> VarStatement
      Parsed OK!-> Statement
      Module matched OK: NEWLINE  
>>>ADVANCE 18:5 [0] 'append'(IDENTIFIER)
freeForm Mode .lexer.indent:4 block indent:4 parentIndent:undefined
      Module TRY Statement on 'append'(IDENTIFIER)

18 4(CODE) append to object window
    'append'(IDENTIFIER) 'to'(IDENTIFIER) 'object'(IDENTIFIER) 'window'(IDENTIFIER)

        Statement TRY AppendToDeclaration on 'append'(IDENTIFIER)
          AppendToDeclaration matched OK: append append
>>>ADVANCE 18:12 [1] 'to'(IDENTIFIER)
          AppendToDeclaration matched OK: to to
>>>ADVANCE 18:15 [2] 'object'(IDENTIFIER)
          AppendToDeclaration matched OK: object object
>>>ADVANCE 18:22 [3] 'window'(IDENTIFIER)
          AppendToDeclaration TRY VariableRef on 'window'(IDENTIFIER)
            VariableRef matched OK: IDENTIFIER window
>>>ADVANCE 19:0 [-1] ' '(NEWLINE)
          Parsed OK!-> VariableRef
          AppendToDeclaration TRY Body on ' '(NEWLINE)
            Body matched OK: NEWLINE  
>>>ADVANCE 19:9 [0] 'properties'(IDENTIFIER)
optFreeFormList [Body] parentname:undefined parentIndent:4, blockIndent:8, get SeparatedList of [Statement] by ';' closer: -no-
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'properties'(IDENTIFIER)

19 8(CODE) properties
    'properties'(IDENTIFIER)

              Statement TRY PropertiesDeclaration on 'properties'(IDENTIFIER)
                PropertiesDeclaration matched OK: properties properties
>>>ADVANCE 20:0 [-1] ' '(NEWLINE)
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 20:13 [0] 'process'(IDENTIFIER)
optFreeFormList [PropertiesDeclaration] parentname:undefined parentIndent:8, blockIndent:12, get SeparatedList of [VariableDecl] by ',' closer: -no-
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'process'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER process
>>>ADVANCE 20:20 [1] ':'(OPER)
                  VariableDecl matched OK: : :
>>>ADVANCE 21:0 [-1] ' '(NEWLINE)
                  VariableDecl TRY FreeObjectLiteral on ' '(NEWLINE)
                    FreeObjectLiteral matched OK: NEWLINE  
>>>ADVANCE 21:17 [0] 'exit'(IDENTIFIER)
optFreeFormList [FreeObjectLiteral] parentname:process parentIndent:12, blockIndent:16, get SeparatedList of [NameValuePair] by ',' closer: -no-
freeForm Mode .lexer.indent:16 block indent:16 parentIndent:12
                    FreeObjectLiteral TRY NameValuePair on 'exit'(IDENTIFIER)
                      NameValuePair matched OK: IDENTIFIER exit
>>>ADVANCE 21:21 [1] ':'(OPER)
                      NameValuePair matched OK: : :
>>>ADVANCE 21:22 [2] 'function'(IDENTIFIER)
                      NameValuePair TRY Expression on 'function'(IDENTIFIER)
                        Expression TRY Operand on 'function'(IDENTIFIER)
                          Operand TRY FunctionDeclaration on 'function'(IDENTIFIER)
                            FunctionDeclaration matched OK: function function
>>>ADVANCE 21:30 [3] '('(LITERAL)
                            FunctionDeclaration matched OK: ( (
>>>ADVANCE 21:31 [4] 'code'(IDENTIFIER)
optSeparatedList [FunctionDeclaration] indent:16, get SeparatedList of [VariableDecl] by ',' closer: )
                            FunctionDeclaration TRY VariableDecl on 'code'(IDENTIFIER)
                              VariableDecl matched OK: IDENTIFIER code
>>>ADVANCE 21:35 [5] ')'(LITERAL)
                            Parsed OK!-> VariableDecl
                            FunctionDeclaration matched OK: ) )
>>>ADVANCE 22:0 [-1] ' '(NEWLINE)
                            FunctionDeclaration TRY Body on ' '(NEWLINE)
                              Body matched OK: NEWLINE  
>>>ADVANCE 22:21 [0] 'throw'(IDENTIFIER)
optFreeFormList [Body] parentname:undefined parentIndent:16, blockIndent:20, get SeparatedList of [Statement] by ';' closer: -no-
freeForm Mode .lexer.indent:20 block indent:20 parentIndent:16
                              Body TRY Statement on 'throw'(IDENTIFIER)

22 20(CODE) throw new Error('exit code '+code)
    'throw'(IDENTIFIER) 'new'(IDENTIFIER) 'Error'(IDENTIFIER) '('(LITERAL) ''exit code ''(STRING) '+'(OPER) 'code'(IDENTIFIER) ')'(LITERAL)

                                Statement TRY ThrowStatement on 'throw'(IDENTIFIER)
                                  ThrowStatement matched OK: throw throw
>>>ADVANCE 22:27 [1] 'new'(IDENTIFIER)
                                  ThrowStatement TRY Expression on 'new'(IDENTIFIER)
                                    Expression TRY UnaryOper on 'new'(IDENTIFIER)
                                      UnaryOper matched OK: new new
>>>ADVANCE 22:31 [2] 'Error'(IDENTIFIER)
                                    Parsed OK!-> UnaryOper
                                    Expression TRY Operand on 'Error'(IDENTIFIER)
                                      Operand TRY VariableRef on 'Error'(IDENTIFIER)
                                        VariableRef matched OK: IDENTIFIER Error
>>>ADVANCE 22:36 [3] '('(LITERAL)
                                        VariableRef TRY FunctionAccess on '('(LITERAL)
                                          FunctionAccess matched OK: ( (
>>>ADVANCE 22:37 [4] ''exit code ''(STRING)
optSeparatedList [FunctionAccess] indent:20, get SeparatedList of [Expression] by ',' closer: )
                                          FunctionAccess TRY Expression on ''exit code ''(STRING)
                                            Expression TRY Operand on ''exit code ''(STRING)
                                              Operand TRY StringLiteral on ''exit code ''(STRING)
                                                StringLiteral matched OK: STRING 'exit code '
>>>ADVANCE 22:49 [5] '+'(OPER)
                                              Parsed OK!-> StringLiteral
                                            Parsed OK!-> Operand
                                            Expression TRY Oper on '+'(OPER)
                                              Oper matched OK: OPER +
>>>ADVANCE 22:50 [6] 'code'(IDENTIFIER)
                                            Parsed OK!-> Oper
                                            Expression TRY Operand on 'code'(IDENTIFIER)
                                              Operand TRY VariableRef on 'code'(IDENTIFIER)
                                                VariableRef matched OK: IDENTIFIER code
>>>ADVANCE 22:54 [7] ')'(LITERAL)
                                              Parsed OK!-> VariableRef
                                            Parsed OK!-> Operand
                                          Parsed OK!-> Expression
                                          FunctionAccess matched OK: ) )
>>>ADVANCE 26:0 [-1] ' '(NEWLINE)
                                        Parsed OK!-> FunctionAccess
                                      Parsed OK!-> VariableRef
                                    Parsed OK!-> Operand
                                    Expression matched OK: NEWLINE  
>>>ADVANCE 26:5 [0] 'import'(IDENTIFIER)
<< Returned: ' '(NEWLINE) line 26
                                  Parsed OK!-> Expression
                                Parsed OK!-> ThrowStatement
                              Parsed OK!-> Statement
                              Body matched OK: NEWLINE  
>>>ADVANCE 26:5 [0] 'import'(IDENTIFIER)
freeForm Mode .lexer.indent:4 block indent:20 parentIndent:16
END freeFormMode [Body] blockIndent:20, get SeparatedList of [Statement] by ';' closer: -no closer-
                            Parsed OK!-> Body
                          Parsed OK!-> FunctionDeclaration
                        Parsed OK!-> Operand
                        Expression TRY Oper on 'import'(IDENTIFIER)
                        Oper parse failed. /home/ltato/LiteScript_online_playground/playground/js/online.md:26:1. Oper: found 'import'(IDENTIFIER) but 'OPER' required
<<REW to 26:5 [0] 'import'(IDENTIFIER)
                      Parsed OK!-> Expression
                    Parsed OK!-> NameValuePair
freeForm Mode .lexer.indent:4 block indent:16 parentIndent:12
END freeFormMode [FreeObjectLiteral] blockIndent:16, get SeparatedList of [NameValuePair] by ',' closer: -no closer-
                  Parsed OK!-> FreeObjectLiteral
                Parsed OK!-> VariableDecl
freeForm Mode .lexer.indent:4 block indent:12 parentIndent:8
END freeFormMode [PropertiesDeclaration] blockIndent:12, get SeparatedList of [VariableDecl] by ',' closer: -no closer-
              Parsed OK!-> PropertiesDeclaration
            Parsed OK!-> Statement
freeForm Mode .lexer.indent:4 block indent:8 parentIndent:4
END freeFormMode [Body] blockIndent:8, get SeparatedList of [Statement] by ';' closer: -no closer-
          Parsed OK!-> Body
        Parsed OK!-> AppendToDeclaration
      Parsed OK!-> Statement
freeForm Mode .lexer.indent:4 block indent:4 parentIndent:undefined
      Module TRY Statement on 'import'(IDENTIFIER)

26 4(CODE) import log from '../lib/log'
    'import'(IDENTIFIER) 'log'(IDENTIFIER) 'from'(IDENTIFIER) ''../lib/log''(STRING)

        Statement TRY ImportStatement on 'import'(IDENTIFIER)
          ImportStatement matched OK: import import
>>>ADVANCE 26:12 [1] 'log'(IDENTIFIER)
optSeparatedList [ImportStatement] indent:4, get SeparatedList of [ImportStatementItem] by ',' closer: -no closer-
          ImportStatement TRY ImportStatementItem on 'log'(IDENTIFIER)
            ImportStatementItem matched OK: IDENTIFIER log
>>>ADVANCE 26:16 [2] 'from'(IDENTIFIER)
            ImportStatementItem matched OK: from from
>>>ADVANCE 26:21 [3] ''../lib/log''(STRING)
            ImportStatementItem TRY StringLiteral on ''../lib/log''(STRING)
              StringLiteral matched OK: STRING '../lib/log'
>>>ADVANCE 27:0 [-1] ' '(NEWLINE)
            Parsed OK!-> StringLiteral
          Parsed OK!-> ImportStatementItem
          ImportStatement matched OK: NEWLINE  
>>>ADVANCE 27:5 [0] 'log'(IDENTIFIER)
<< Returned: ' '(NEWLINE) line 27
        Parsed OK!-> ImportStatement
      Parsed OK!-> Statement
      Module matched OK: NEWLINE  
>>>ADVANCE 27:5 [0] 'log'(IDENTIFIER)
freeForm Mode .lexer.indent:4 block indent:4 parentIndent:undefined
      Module TRY Statement on 'log'(IDENTIFIER)

27 4(CODE) log.options.storeMessages = true
    'log'(IDENTIFIER) '.'(LITERAL) 'options'(IDENTIFIER) '.'(LITERAL) 'storeMessages'(IDENTIFIER) '='(ASSIGN) 'true'(IDENTIFIER)

        Statement TRY Adjective on 'log'(IDENTIFIER)
        Adjective parse failed. /home/ltato/LiteScript_online_playground/playground/js/online.md:27:1. Adjective: found 'log'(IDENTIFIER) but 'public'|'export'|'default'|'nice'|'generator'|'shim'|'helper'|'global' required
<<REW to 27:5 [0] 'log'(IDENTIFIER)
        Statement TRY VariableRef on 'log'(IDENTIFIER)
          VariableRef matched OK: IDENTIFIER log
>>>ADVANCE 27:8 [1] '.'(LITERAL)
          VariableRef TRY PropertyAccess on '.'(LITERAL)
            PropertyAccess matched OK: . .
>>>ADVANCE 27:9 [2] 'options'(IDENTIFIER)
            PropertyAccess matched OK: IDENTIFIER options
>>>ADVANCE 27:16 [3] '.'(LITERAL)
          Parsed OK!-> PropertyAccess
          VariableRef TRY PropertyAccess on '.'(LITERAL)
            PropertyAccess matched OK: . .
>>>ADVANCE 27:17 [4] 'storeMessages'(IDENTIFIER)
            PropertyAccess matched OK: IDENTIFIER storeMessages
>>>ADVANCE 27:31 [5] '='(ASSIGN)
          Parsed OK!-> PropertyAccess
        Parsed OK!-> VariableRef
        Statement TRY AssignmentStatement on '='(ASSIGN)
          AssignmentStatement matched OK: ASSIGN =
>>>ADVANCE 27:33 [6] 'true'(IDENTIFIER)
          AssignmentStatement TRY Expression on 'true'(IDENTIFIER)
            Expression TRY Operand on 'true'(IDENTIFIER)
              Operand TRY VariableRef on 'true'(IDENTIFIER)
                VariableRef matched OK: IDENTIFIER true
>>>ADVANCE 29:0 [-1] ' '(NEWLINE)
              Parsed OK!-> VariableRef
            Parsed OK!-> Operand
            Expression matched OK: NEWLINE  
>>>ADVANCE 29:5 [0] 'declare'(IDENTIFIER)
